row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn
5788,869-11-3082,B,15589739,Male,41,Member,698,1,1,Health and beauty,4,19.232,96.16,403.872,8.4,0
5789,785-96-0615,B,15637979,Female,36,Member,664,1,0,Electronic accessories,8,14.296,35.74,300.216,4.9,0
5790,157-13-5295,A,15654274,Male,37,Member,540,1,0,Health and beauty,10,25.97,51.94,545.37,6.5,0
5791,510-95-6347,B,15812518,Female,37,Member,657,0,1,Food and beverages,3,7.278,48.52,152.838,4.0,0
5792,322-02-2271,B,15682356,Female,37,Normal,655,1,0,Sports and travel,3,6.4455,42.97,135.3555,9.3,0
5793,743-04-1105,B,15589975,Female,73,Member,646,0,1,Health and beauty,9,43.749,97.22,918.729,6.0,0
5794,702-72-0487,A,15694125,Male,57,Normal,669,1,1,Electronic accessories,2,4.661,46.61,97.881,6.6,0
5795,583-41-4548,C,15694444,Female,32,Normal,648,1,0,Home and lifestyle,7,5.8345,16.67,122.5245,7.4,1
5796,448-34-8700,B,15756848,Male,42,Member,633,0,1,Home and lifestyle,7,12.9185,36.91,271.2885,6.7,0
5797,269-10-8440,A,15749557,Female,44,Member,707,1,1,Health and beauty,7,18.6095,53.17,390.7995,8.9,0
5798,460-93-5834,A,15716024,Male,42,Normal,660,1,0,Sports and travel,7,15.953,45.58,335.013,5.0,0
5799,808-65-0703,C,15682273,Female,38,Normal,683,1,0,Home and lifestyle,4,7.094,35.47,148.974,6.9,0
5800,284-34-9626,B,15774262,Male,52,Normal,597,1,1,Home and lifestyle,3,11.556,77.04,242.676,7.2,0
5801,770-42-8960,B,15813067,Female,45,Normal,432,1,0,Food and beverages,8,8.448,21.12,177.408,6.3,1
5802,238-49-0436,A,15723373,Female,34,Normal,643,1,0,Health and beauty,8,12.984,32.46,272.664,4.9,0
5803,115-99-4379,B,15610090,Male,40,Member,667,1,0,Fashion accessories,7,19.1555,54.73,402.2655,8.5,0
5804,746-19-0921,C,15738150,Male,45,Normal,591,1,1,Food and beverages,1,1.079,21.58,22.659,7.2,0
5805,604-70-6476,A,15785485,Female,41,Member,595,0,1,Fashion accessories,5,4.485,17.94,94.185,6.8,0
5806,846-10-0341,A,15581525,Male,33,Normal,775,1,0,Fashion accessories,7,14.8995,42.57,312.8895,6.8,0
5807,340-21-9136,A,15642824,Female,56,Member,826,0,1,Sports and travel,4,8.01,40.05,168.21,9.7,1
5808,174-64-0215,B,15767432,Female,25,Normal,711,1,1,Sports and travel,10,34.87,69.74,732.27,8.9,0
5809,888-02-0338,A,15792650,Male,36,Normal,382,1,1,Electronic accessories,9,11.8035,26.23,247.8735,5.9,1
5810,641-62-7288,B,15713604,Male,40,Normal,425,0,1,Home and lifestyle,6,29.976,99.92,629.496,7.1,0
5811,174-36-3675,C,15763980,Male,30,Member,632,1,1,Food and beverages,2,9.937,99.37,208.677,5.2,0
5812,380-94-4661,C,15703199,Male,38,Member,619,0,0,Electronic accessories,4,13.188,65.94,276.948,6.9,0
5813,842-40-8179,B,15713949,Male,40,Member,850,1,0,Food and beverages,10,38.6,77.2,810.6,5.6,0
5814,186-71-5196,A,15754713,Male,31,Member,685,1,1,Food and beverages,2,7.954,79.54,167.034,6.2,0
5815,751-41-9720,C,15622289,Female,36,Normal,605,0,1,Home and lifestyle,10,48.75,97.5,1023.75,8.0,0
5816,333-23-2632,A,15794792,Female,31,Member,612,1,1,Health and beauty,7,3.528,10.08,74.088,4.2,0
5817,307-85-2293,B,15612444,Male,29,Normal,549,1,0,Home and lifestyle,5,12.57,50.28,263.97,9.7,0
5818,537-72-0426,C,15641690,Male,67,Member,681,0,1,Fashion accessories,10,35.495,70.99,745.395,5.7,0
5819,696-90-2548,A,15734765,Female,20,Normal,739,0,1,Sports and travel,3,3.876,25.84,81.396,6.6,0
5820,503-07-0930,C,15788676,Male,38,Member,539,1,1,Sports and travel,7,20.4365,58.39,429.1665,8.2,0
5821,276-75-6884,A,15744789,Female,32,Normal,786,1,0,Health and beauty,3,10.3065,68.71,216.4365,8.7,0
5822,489-64-4354,C,15782608,Male,43,Normal,743,0,0,Fashion accessories,1,0.814,16.28,17.094,5.0,1
5823,449-27-2918,B,15804235,Female,37,Member,698,1,1,Sports and travel,1,1.956,39.12,41.076,9.6,0
5824,727-75-6477,C,15607988,Female,37,Normal,663,1,0,Electronic accessories,4,5.768,28.84,121.128,6.4,0
5825,585-03-5943,B,15706071,Male,39,Normal,528,0,1,Health and beauty,10,9.055,18.11,190.155,5.9,1
5826,345-08-4992,A,15619436,Female,32,Normal,700,0,0,Home and lifestyle,6,10.197,33.99,214.137,7.7,0
5827,257-73-1380,C,15646615,Male,28,Member,576,0,1,Sports and travel,4,16.586,82.93,348.306,9.6,0
5828,257-73-1380,C,15592645,Male,37,Member,704,0,0,Sports and travel,4,16.586,82.93,348.306,9.6,0
5829,866-99-7614,C,15614302,Female,31,Normal,699,1,0,Food and beverages,10,44.6,89.2,936.6,4.4,0
5830,539-21-7227,B,15617197,Male,50,Normal,524,1,1,Sports and travel,5,12.885,51.54,270.585,4.2,1
5831,803-17-8013,A,15638806,Male,49,Member,645,0,0,Home and lifestyle,8,35.516,88.79,745.836,4.1,0
5832,534-53-3526,A,15771636,Female,36,Normal,793,0,0,Sports and travel,4,18.952,94.76,397.992,7.8,0
5833,752-23-3760,B,15594556,Male,52,Member,619,1,1,Sports and travel,7,22.428,64.08,470.988,7.3,0
5834,472-15-9636,A,15642912,Female,21,Normal,618,0,0,Home and lifestyle,8,20.372,50.93,427.812,9.2,0
5835,749-24-1565,A,15812982,Male,38,Normal,509,0,0,Health and beauty,9,10.3635,23.03,217.6335,7.9,0
5836,434-35-9162,B,15578648,Male,49,Member,543,1,0,Food and beverages,4,4.668,23.34,98.028,7.4,0
5837,659-65-8956,B,15652540,Male,31,Member,683,0,1,Fashion accessories,1,2.568,51.36,53.928,5.2,0
5838,788-07-8452,C,15607509,Male,38,Member,539,1,0,Home and lifestyle,7,8.484,24.24,178.164,9.4,0
5839,542-41-0513,B,15651052,Male,46,Member,399,1,0,Electronic accessories,4,11.498,57.49,241.458,6.6,1
5840,443-82-0585,A,15580213,Female,43,Member,585,1,0,Health and beauty,4,15.536,77.68,326.256,8.4,0
5841,200-40-6154,B,15677249,Male,42,Member,731,1,1,Home and lifestyle,6,19.773,65.91,415.233,5.7,0
5842,832-51-6761,A,15724251,Female,29,Normal,682,0,0,Food and beverages,8,13.552,33.88,284.592,9.6,1
5843,663-86-9076,C,15690372,Male,38,Member,553,1,0,Food and beverages,8,27.416,68.54,575.736,8.5,0
5844,787-15-1757,C,15768340,Female,19,Member,642,1,1,Health and beauty,4,8.814,44.07,185.094,8.4,0
5845,678-79-0726,C,15758362,Female,41,Member,731,1,1,Sports and travel,9,40.7835,90.63,856.4535,5.1,0
5846,135-84-8019,A,15763898,Female,46,Normal,568,1,1,Fashion accessories,9,35.0685,77.93,736.4385,7.6,0
5847,868-52-7573,B,15612594,Male,25,Normal,599,1,1,Food and beverages,5,24.9225,99.69,523.3725,9.9,0
5848,698-98-5964,A,15749068,Female,40,Normal,632,1,0,Food and beverages,10,40.605,81.21,852.705,6.3,1
5849,810-60-6344,C,15692931,Male,22,Normal,670,1,1,Electronic accessories,8,16.344,40.86,343.224,6.5,0
5850,554-53-3790,B,15641782,Female,31,Normal,540,0,1,Sports and travel,6,11.106,37.02,233.226,4.5,1
5851,746-94-0204,A,15589754,Male,45,Normal,652,0,1,Fashion accessories,9,37.458,83.24,786.618,7.4,0
5852,674-15-9296,A,15750104,Male,43,Normal,718,1,0,Sports and travel,5,9.285,37.14,194.985,5.0,0
5853,238-45-6950,B,15612966,Female,60,Member,545,0,1,Food and beverages,1,2.686,53.72,56.406,6.4,1
5854,483-71-1164,C,15728523,Male,41,Normal,522,1,1,Health and beauty,6,24.39,81.3,512.19,5.3,0
5855,394-41-0748,C,15582033,Male,44,Member,753,1,0,Fashion accessories,9,24.3315,54.07,510.9615,9.5,1
5856,262-47-2794,B,15703264,Male,44,Member,735,1,0,Home and lifestyle,8,28.744,71.86,603.624,6.2,0
5857,347-72-6115,B,15657747,Female,43,Member,611,0,1,Sports and travel,7,31.759,90.74,666.939,6.2,0
5858,588-47-8641,A,15576368,Female,48,Member,624,0,0,Fashion accessories,10,28.02,56.04,588.42,4.4,0
5859,315-22-5665,C,15645496,Female,43,Normal,648,1,0,Home and lifestyle,10,36.78,73.56,772.38,8.0,0
5860,450-28-2866,C,15790659,Male,59,Member,701,0,1,Food and beverages,5,4.36,17.44,91.56,8.1,0
5861,796-32-9050,A,15579559,Male,30,Normal,544,1,1,Food and beverages,6,15.384,51.28,323.064,6.5,0
5862,373-88-1424,C,15569187,Male,35,Member,680,0,0,Home and lifestyle,5,8.9525,35.81,188.0025,7.9,0
5863,139-20-0155,B,15674880,Male,50,Member,658,1,0,Electronic accessories,10,20.15,40.3,423.15,7.0,0
5864,356-44-8813,B,15721504,Male,41,Normal,731,1,0,Home and lifestyle,3,5.622,37.48,118.062,7.7,0
5865,831-64-0259,B,15611800,Female,62,Normal,624,1,1,Fashion accessories,5,9.9375,39.75,208.6875,9.6,0
5866,662-47-5456,C,15631333,Female,25,Member,677,1,0,Fashion accessories,10,17.595,35.19,369.495,8.4,0
5867,189-08-9157,C,15703482,Male,34,Normal,710,1,0,Fashion accessories,9,14.2785,31.73,299.8485,5.9,0
5868,220-28-1851,A,15779207,Male,30,Normal,500,1,1,Home and lifestyle,2,3.473,34.73,72.933,9.7,0
5869,643-38-7867,A,15782364,Female,39,Normal,521,0,0,Home and lifestyle,1,4.897,97.94,102.837,6.9,0
5870,305-03-2383,A,15720649,Female,36,Normal,641,1,0,Food and beverages,3,10.065,67.1,211.365,7.5,0
5871,420-11-4919,C,15750755,Female,33,Member,449,0,0,Food and beverages,5,17.8475,71.39,374.7975,5.5,0
5872,136-08-6195,A,15763747,Male,36,Normal,732,1,1,Home and lifestyle,8,27.984,69.96,587.664,6.4,0
5873,605-72-4132,C,15754068,Male,32,Normal,578,1,1,Food and beverages,8,37.788,94.47,793.548,9.1,0
5874,598-47-9715,C,15701908,Female,40,Normal,623,1,1,Electronic accessories,4,16.814,84.07,353.094,4.4,0
5875,602-80-9671,C,15638149,Male,37,Member,528,1,0,Home and lifestyle,6,4.785,15.95,100.485,5.1,0
5876,301-81-8610,B,15589221,Male,30,Member,657,1,1,Fashion accessories,8,10.168,25.42,213.528,6.7,0
5877,189-55-2313,C,15780989,Male,43,Normal,579,1,1,Fashion accessories,10,31.09,62.18,652.89,6.0,1
5878,613-59-9758,C,15769312,Male,48,Normal,557,1,1,Sports and travel,10,7.18,14.36,150.78,5.4,0
5879,422-29-8786,A,15632538,Female,32,Normal,658,1,1,Home and lifestyle,5,16.7725,67.09,352.2225,9.1,0
5880,886-18-2897,A,15643635,Male,32,Normal,664,0,0,Food and beverages,5,14.14,56.56,296.94,4.5,0
5881,182-88-2763,B,15735222,Female,23,Member,705,1,1,Food and beverages,3,11.9865,79.91,251.7165,5.0,0
5882,803-83-5989,C,15605333,Male,31,Normal,529,1,0,Home and lifestyle,6,16.719,55.73,351.099,7.0,0
5883,256-08-8343,A,15583736,Male,36,Normal,829,1,0,Home and lifestyle,4,11.306,56.53,237.426,5.5,0
5884,725-54-0677,C,15629078,Female,45,Member,850,1,1,Health and beauty,7,29.96,85.6,629.16,5.3,1
5885,282-35-2475,B,15782630,Male,35,Normal,543,0,0,Sports and travel,2,9.331,93.31,195.951,6.3,0
5886,442-48-3607,A,15743709,Male,30,Member,683,1,1,Food and beverages,2,2.348,23.48,49.308,7.9,0
5887,632-32-4574,B,15657317,Female,32,Normal,789,1,0,Sports and travel,8,30.368,75.92,637.728,5.5,0
5888,816-57-2053,A,15634968,Female,37,Normal,789,1,1,Sports and travel,2,6.087,60.87,127.827,8.7,1
5889,838-78-4295,C,15789815,Female,28,Normal,503,1,0,Health and beauty,2,3.347,33.47,70.287,6.7,0
5890,358-88-9262,C,15569571,Female,46,Member,584,1,0,Food and beverages,6,26.244,87.48,551.124,5.1,1
5891,447-15-7839,A,15750299,Male,24,Member,746,0,1,Sports and travel,10,11.12,22.24,233.52,4.2,0
5892,727-75-6477,C,15702788,Male,40,Normal,775,1,0,Electronic accessories,4,5.768,28.84,121.128,6.4,0
5893,450-28-2866,C,15760121,Male,32,Member,712,1,0,Food and beverages,5,4.36,17.44,91.56,8.1,0
5894,360-39-5055,C,15750458,Female,39,Member,693,0,1,Sports and travel,5,12.2275,48.91,256.7775,6.6,0
5895,191-10-6171,B,15588928,Male,47,Normal,704,1,1,Fashion accessories,7,13.867,39.62,291.207,7.5,0
5896,794-32-2436,B,15569572,Male,42,Member,778,1,1,Electronic accessories,2,5.567,55.67,116.907,6.0,0
5897,592-34-6155,C,15576714,Female,21,Normal,687,1,1,Food and beverages,4,6.354,31.77,133.434,6.2,0
5898,634-97-8956,A,15673084,Male,38,Normal,645,0,1,Food and beverages,3,4.935,32.9,103.635,9.1,0
5899,378-24-2715,B,15600781,Male,34,Normal,699,1,0,Home and lifestyle,2,5.344,53.44,112.224,4.1,0
5900,834-61-8124,A,15666163,Male,43,Normal,695,1,1,Electronic accessories,7,18.0915,51.69,379.9215,5.5,0
5901,725-96-3778,C,15757759,Female,28,Member,807,1,0,Home and lifestyle,8,35.7,89.25,749.7,4.7,1
5902,642-30-6693,B,15702541,Female,59,Normal,551,1,0,Sports and travel,6,16.353,54.51,343.413,7.8,1
5903,225-98-1496,C,15773421,Female,42,Normal,673,1,0,Fashion accessories,3,4.053,27.02,85.113,7.1,0
5904,502-05-1910,A,15578435,Male,40,Normal,640,1,1,Health and beauty,3,9.777,65.18,205.317,6.3,0
5905,616-24-2851,B,15623471,Male,38,Member,607,1,0,Fashion accessories,4,3.574,17.87,75.054,6.5,0
5906,720-72-2436,A,15799652,Female,38,Normal,763,0,0,Food and beverages,4,13.304,66.52,279.384,6.9,0
5907,110-05-6330,C,15644788,Female,30,Normal,731,1,0,Food and beverages,6,11.829,39.43,248.409,9.4,0
5908,318-68-5053,B,15608886,Female,33,Normal,679,0,0,Health and beauty,6,23.097,76.99,485.037,6.1,0
5909,359-94-5395,B,15576044,Male,28,Normal,579,1,0,Health and beauty,1,4.639,92.78,97.419,9.8,0
5910,532-59-7201,B,15712287,Female,80,Member,652,1,1,Sports and travel,6,23.979,79.93,503.559,5.5,0
5911,144-51-6085,A,15617078,Female,44,Member,658,1,0,Home and lifestyle,4,14.148,70.74,297.108,4.4,0
5912,718-57-9773,C,15614878,Female,29,Normal,660,1,1,Sports and travel,10,24.665,49.33,517.965,9.4,0
5913,434-35-9162,B,15612627,Male,29,Member,627,1,0,Food and beverages,4,4.668,23.34,98.028,7.4,0
5914,174-64-0215,B,15581748,Male,57,Normal,754,1,1,Sports and travel,10,34.87,69.74,732.27,8.9,0
5915,445-30-9252,A,15713517,Male,39,Normal,529,1,0,Sports and travel,3,3.855,25.7,80.955,6.1,0
5916,269-04-5750,B,15591286,Female,49,Member,731,1,1,Fashion accessories,4,14.764,73.82,310.044,6.7,1
5917,192-98-7397,C,15566467,Female,32,Normal,683,1,1,Fashion accessories,1,0.639,12.78,13.419,9.5,0
5918,468-88-0009,A,15736399,Male,42,Member,606,1,0,Home and lifestyle,4,13.188,65.94,276.948,6.0,0
5919,289-65-5721,B,15755239,Male,32,Normal,758,1,1,Fashion accessories,2,8.137,81.37,170.877,6.5,0
5920,220-28-1851,A,15600688,Female,39,Normal,600,0,0,Home and lifestyle,2,3.473,34.73,72.933,9.7,0
5921,607-76-6216,C,15701291,Male,44,Member,601,1,0,Fashion accessories,5,23.1225,92.49,485.5725,8.6,0
5922,834-25-9262,C,15774104,Male,39,Normal,539,1,1,Fashion accessories,4,16.336,81.68,343.056,9.1,0
5923,307-04-2070,A,15775234,Male,24,Member,646,0,0,Fashion accessories,1,1.531,30.62,32.151,4.1,0
5924,795-49-7276,A,15672574,Female,32,Normal,850,1,1,Fashion accessories,4,7.43,37.15,156.03,8.3,0
5925,597-78-7908,C,15704284,Male,57,Normal,736,1,0,Fashion accessories,3,13.533,90.22,284.193,6.2,1
5926,232-16-2483,C,15764021,Male,34,Member,617,1,0,Sports and travel,1,3.406,68.12,71.526,6.8,0
5927,136-08-6195,A,15740527,Female,62,Normal,766,0,1,Home and lifestyle,8,27.984,69.96,587.664,6.4,1
5928,638-60-7125,A,15694879,Female,23,Normal,590,1,0,Electronic accessories,8,39.824,99.56,836.304,5.2,0
5929,583-72-1480,C,15702434,Female,30,Member,850,1,0,Electronic accessories,4,7.412,37.06,155.652,9.7,0
5930,316-55-4634,B,15589449,Female,56,Member,815,1,1,Food and beverages,5,20.0125,80.05,420.2625,9.4,1
5931,575-30-8091,A,15779904,Female,29,Normal,597,1,1,Sports and travel,8,29.0,72.5,609.0,9.2,0
5932,527-09-6272,A,15596649,Female,39,Member,651,1,0,Electronic accessories,5,7.1125,28.45,149.3625,9.1,0
5933,225-32-0908,C,15731511,Male,45,Normal,808,1,0,Sports and travel,10,22.43,44.86,471.03,8.2,0
5934,154-87-7367,C,15619616,Female,33,Normal,571,0,0,Home and lifestyle,8,26.104,65.26,548.184,6.3,0
5935,382-03-4532,A,15570932,Male,43,Member,666,1,1,Health and beauty,1,0.9165,18.33,19.2465,4.3,1
5936,186-71-5196,A,15579287,Male,35,Member,581,0,1,Food and beverages,2,7.954,79.54,167.034,6.2,0
5937,802-70-5316,A,15733974,Male,37,Member,500,1,0,Sports and travel,6,27.639,92.13,580.419,8.3,0
5938,263-12-5321,A,15624793,Male,23,Member,627,1,0,Electronic accessories,7,32.41,92.6,680.61,9.3,0
5939,801-88-0346,C,15593510,Female,33,Normal,638,1,1,Fashion accessories,3,11.409,76.06,239.589,9.8,1
5940,131-70-8179,A,15722409,Male,47,Member,693,1,1,Health and beauty,3,13.8135,92.09,290.0835,4.2,0
5941,853-23-2453,B,15592461,Male,26,Member,603,1,1,Health and beauty,4,15.148,75.74,318.108,7.6,0
5942,745-71-3520,A,15722765,Female,57,Member,580,0,1,Electronic accessories,7,8.827,25.22,185.367,8.2,0
5943,200-16-5952,C,15739692,Male,42,Member,679,0,0,Food and beverages,2,6.565,65.65,137.865,6.0,0
5944,256-58-3609,C,15772479,Male,37,Member,673,0,0,Fashion accessories,1,4.599,91.98,96.579,9.8,0
5945,133-77-3154,B,15747458,Female,43,Member,677,1,1,Fashion accessories,4,12.036,60.18,252.756,9.4,0
5946,704-48-3927,A,15597536,Male,45,Member,576,0,0,Electronic accessories,10,44.335,88.67,931.035,7.3,0
5947,704-48-3927,A,15635116,Male,60,Member,659,1,0,Electronic accessories,10,44.335,88.67,931.035,7.3,1
5948,468-99-7231,C,15651955,Male,31,Normal,603,0,1,Home and lifestyle,8,17.604,44.01,369.684,8.8,0
5949,302-15-2162,C,15633194,Female,41,Member,771,1,1,Health and beauty,6,13.959,46.53,293.139,4.3,1
5950,466-61-5506,B,15691061,Female,37,Member,740,1,1,Electronic accessories,6,27.21,90.7,571.41,5.3,0
5951,283-79-9594,B,15672637,Female,30,Normal,571,1,0,Food and beverages,7,16.9785,48.51,356.5485,5.2,0
5952,277-35-5865,C,15586522,Male,37,Member,608,1,0,Food and beverages,9,44.5365,98.97,935.2665,6.7,0
5953,530-90-9855,A,15569626,Male,35,Member,577,1,1,Home and lifestyle,8,19.036,47.59,399.756,5.7,0
5954,887-42-0517,C,15629575,Male,36,Normal,717,1,0,Sports and travel,7,29.099,83.14,611.079,6.6,1
5955,746-54-5508,A,15778489,Male,71,Normal,780,1,1,Home and lifestyle,6,6.456,21.52,135.576,9.4,0
5956,491-38-3499,A,15584749,Male,39,Member,668,1,0,Fashion accessories,1,2.7725,55.45,58.2225,4.9,0
5957,319-50-3348,B,15810227,Male,34,Normal,421,1,1,Home and lifestyle,2,4.03,40.3,84.63,4.4,0
5958,592-46-1692,C,15790658,Male,42,Member,621,1,1,Food and beverages,7,12.8695,36.77,270.2595,7.4,0
5959,280-17-4359,C,15716134,Male,40,Member,617,1,1,Health and beauty,10,45.25,90.5,950.25,8.1,0
5960,794-32-2436,B,15737778,Female,41,Member,782,1,0,Electronic accessories,2,5.567,55.67,116.907,6.0,0
5961,585-03-5943,B,15785819,Male,38,Normal,681,1,1,Health and beauty,10,9.055,18.11,190.155,5.9,0
5962,884-80-6021,A,15614213,Male,37,Member,620,1,0,Electronic accessories,10,36.735,73.47,771.435,9.5,0
5963,802-43-8934,A,15743236,Female,61,Normal,687,1,0,Home and lifestyle,1,0.914,18.28,19.194,8.3,1
5964,634-97-8956,A,15773869,Male,59,Normal,797,1,1,Food and beverages,3,4.935,32.9,103.635,9.1,0
5965,593-14-4239,B,15791452,Male,39,Normal,675,1,0,Home and lifestyle,8,38.184,95.46,801.864,4.7,0
5966,593-65-1552,C,15613292,Male,21,Normal,715,1,0,Home and lifestyle,4,13.962,69.81,293.202,5.9,0
5967,865-92-6136,A,15594391,Female,68,Normal,770,0,0,Food and beverages,3,7.9125,52.75,166.1625,9.3,1
5968,227-50-3718,A,15669611,Male,71,Normal,632,1,1,Health and beauty,5,3.655,14.62,76.755,4.4,0
5969,219-22-9386,B,15748595,Female,29,Member,689,1,1,Sports and travel,9,44.982,99.96,944.622,4.2,0
5970,695-28-6250,A,15653050,Female,76,Normal,719,1,0,Sports and travel,5,10.765,43.06,226.065,7.7,0
5971,234-65-2137,C,15769783,Male,37,Normal,542,1,1,Home and lifestyle,10,47.79,95.58,1003.59,4.8,0
5972,881-41-7302,C,15747208,Male,50,Normal,608,1,0,Fashion accessories,1,3.2495,64.99,68.2395,4.5,1
5973,651-61-0874,C,15747795,Female,38,Normal,593,1,1,Home and lifestyle,4,9.244,46.22,194.124,6.2,0
5974,105-31-1824,A,15659002,Female,45,Member,766,0,0,Sports and travel,7,24.332,69.52,510.972,8.5,0
5975,608-96-3517,B,15625761,Male,41,Member,632,1,0,Fashion accessories,4,18.308,91.54,384.468,4.8,1
5976,549-03-9315,B,15730038,Female,23,Normal,706,0,0,Fashion accessories,8,37.948,94.87,796.908,8.7,1
5977,776-68-1096,B,15700650,Male,34,Normal,681,0,0,Home and lifestyle,3,6.618,44.12,138.978,7.9,0
5978,437-53-3084,B,15642821,Female,48,Normal,383,0,0,Fashion accessories,2,9.989,99.89,209.769,7.1,1
5979,750-57-9686,C,15789379,Male,26,Normal,762,1,0,Home and lifestyle,4,9.076,45.38,190.596,8.7,0
5980,153-58-4872,C,15622993,Male,28,Member,709,1,0,Food and beverages,4,14.978,74.89,314.538,4.2,0
5981,142-72-4741,C,15813132,Male,30,Member,696,1,1,Fashion accessories,2,9.32,93.2,195.72,6.0,0
5982,450-42-3339,C,15571244,Female,33,Normal,809,0,1,Health and beauty,10,42.305,84.61,888.405,8.8,0
5983,853-23-2453,B,15680399,Male,23,Member,772,1,0,Health and beauty,4,15.148,75.74,318.108,7.6,0
5984,549-96-4200,C,15676156,Female,32,Member,528,1,0,Food and beverages,4,3.408,17.04,71.568,7.0,0
5985,288-38-3758,C,15688085,Female,28,Member,627,0,1,Fashion accessories,3,12.7305,84.87,267.3405,7.4,0
5986,438-01-4015,B,15656319,Male,37,Member,850,1,0,Sports and travel,4,9.898,49.49,207.858,6.6,0
5987,122-61-9553,C,15649183,Female,35,Normal,598,0,1,Electronic accessories,9,23.094,51.32,484.974,5.6,0
5988,329-62-1586,A,15754577,Female,51,Normal,556,1,0,Food and beverages,3,8.2005,54.67,172.2105,8.6,1
5989,405-31-3305,A,15635367,Male,26,Member,774,1,0,Fashion accessories,10,21.565,43.13,452.865,5.5,0
5990,268-20-3585,C,15701318,Male,67,Normal,763,0,1,Health and beauty,9,6.2325,13.85,130.8825,6.0,0
5991,747-58-7183,B,15709016,Female,47,Normal,687,0,0,Fashion accessories,3,8.5905,57.27,180.4005,6.5,1
5992,633-91-1052,A,15733904,Male,32,Normal,529,1,0,Home and lifestyle,2,1.203,12.03,25.263,5.1,0
5993,558-60-5016,A,15689661,Male,22,Normal,663,0,1,Home and lifestyle,9,14.985,33.3,314.685,7.2,0
5994,687-47-8271,A,15780846,Male,33,Normal,787,0,1,Fashion accessories,10,49.49,98.98,1039.29,8.7,0
5995,529-56-3974,B,15732307,Male,33,Member,694,1,1,Electronic accessories,4,5.102,25.51,107.142,6.8,0
5996,277-63-2961,B,15641877,Male,47,Member,681,1,1,Sports and travel,1,3.6985,73.97,77.6685,5.4,0
5997,730-70-9830,C,15643967,Female,37,Normal,652,0,1,Home and lifestyle,6,21.033,70.11,441.693,5.2,1
5998,665-32-9167,A,15665416,Male,62,Member,779,0,1,Health and beauty,2,3.626,36.26,76.146,7.2,0
5999,319-50-3348,B,15584113,Female,53,Normal,823,0,1,Home and lifestyle,2,4.03,40.3,84.63,4.4,1
6000,361-85-2571,A,15697879,Male,30,Normal,701,1,0,Sports and travel,5,22.37,89.48,469.77,7.4,0
6001,258-92-7466,A,15763111,Female,67,Normal,808,0,1,Health and beauty,5,8.92,35.68,187.32,6.6,0
6002,302-15-2162,C,15568819,Female,42,Member,619,1,1,Health and beauty,6,13.959,46.53,293.139,4.3,1
6003,210-57-1719,B,15781574,Male,76,Normal,636,1,1,Health and beauty,9,26.208,58.24,550.368,9.7,0
6004,371-85-5789,B,15712199,Female,61,Normal,655,1,1,Health and beauty,3,13.197,87.98,277.137,5.1,0
6005,569-76-2760,A,15678727,Male,45,Member,770,1,0,Sports and travel,4,4.402,22.01,92.442,6.6,1
6006,886-18-2897,A,15809823,Male,19,Normal,491,0,0,Food and beverages,5,14.14,56.56,296.94,4.5,0
6007,373-09-4567,C,15582762,Male,77,Normal,667,1,1,Food and beverages,10,38.78,77.56,814.38,6.9,0
6008,789-23-8625,B,15780716,Male,39,Member,686,1,1,Fashion accessories,3,13.983,93.22,293.643,7.2,0
6009,726-27-2396,A,15707918,Female,36,Normal,741,1,0,Health and beauty,5,19.375,77.5,406.875,4.3,0
6010,157-13-5295,A,15668323,Female,41,Member,678,1,0,Health and beauty,10,25.97,51.94,545.37,6.5,1
6011,414-12-7047,B,15760641,Male,26,Normal,608,0,1,Food and beverages,8,7.916,19.79,166.236,8.7,0
6012,821-14-9046,B,15775433,Male,71,Member,666,1,1,Fashion accessories,6,5.244,17.48,110.124,6.1,0
6013,631-41-3108,A,15672091,Female,32,Normal,786,0,0,Home and lifestyle,7,16.2155,46.33,340.5255,7.4,0
6014,585-11-6748,B,15787318,Female,47,Member,537,1,0,Sports and travel,3,14.52,96.8,304.92,5.3,1
6015,390-31-6381,C,15801915,Female,31,Normal,529,1,0,Food and beverages,3,4.083,27.22,85.743,7.3,0
6016,686-41-0932,B,15585985,Male,48,Normal,746,1,0,Fashion accessories,2,3.47,34.7,72.87,8.2,1
6017,366-43-6862,B,15763148,Male,39,Normal,576,0,0,Electronic accessories,4,10.578,52.89,222.138,6.7,0
6018,316-66-3011,A,15811927,Female,38,Member,733,0,0,Food and beverages,9,21.4335,47.63,450.1035,5.0,0
6019,478-06-7835,A,15682369,Male,47,Normal,613,1,1,Fashion accessories,1,4.4845,89.69,94.1745,4.9,0
6020,522-57-8364,A,15784180,Female,36,Member,564,1,1,Fashion accessories,8,20.536,51.34,431.256,7.6,1
6021,453-33-6436,A,15655903,Female,34,Normal,701,1,1,Home and lifestyle,8,37.248,93.12,782.208,6.8,0
6022,183-21-3799,C,15701768,Male,32,Normal,637,1,1,Electronic accessories,9,34.9335,77.63,733.6035,7.2,0
6023,730-50-9884,C,15687477,Male,28,Normal,594,1,0,Sports and travel,7,29.071,83.06,610.491,4.0,0
6024,618-34-8551,A,15613319,Female,33,Normal,793,0,0,Sports and travel,2,9.318,93.18,195.678,8.5,0
